file,thread,status,bytes,producer,creator,creation_date,n_printed_dates,min_gap_days,cues_hit,institutional,desktop,unsigned,sig_A,sig_B,sig_C,score
085272.pdf,085,ok,158224,Acrobat Distiller 7.0 (Windows),Acrobat PDFMaker 7.0 for Word,2006-12-21,2,356,,False,True,True,0,2,0,2
085279.pdf,085,ok,226713,Acrobat Distiller 4.05 for Windows,,2000-08-22,5,1436,,False,True,True,0,2,0,2
085281.pdf,085,ok,175666,Acrobat Distiller 8.1.0 (Windows),Acrobat PDFMaker 8.1 for Word,2008-09-16,2,261,,False,True,True,0,2,0,2
085283.pdf,085,ok,2198,,"R and OS php pdf writer, http://www.ros.co.nz",2009-02-08,1,1041,,False,False,True,0,2,0,2
038912.pdf,038,ok,770320,Acrobat Distiller 6.0 (Windows),Adobe PageMaker 7.0,2007-09-24,2,55,,False,True,True,0,2,0,2
038914.pdf,038,ok,127387,Acrobat PDFWriter 4.0 for Windows NT,Corel WordPerfect - [C:\PERSONALWEB\NRC\fedworld\working\SECYS-to-post-05072001\SECYS\secy2001-0049\SP01-0049atch4.wpd],2001-05-10,3,962,,False,True,True,0,2,0,2
038915.pdf,038,ok,499196,Acrobat Distiller 5.00 for Macintosh,PageMaker 7.0,2002-03-20,2,287,,False,True,True,0,2,0,2
038916.pdf,038,ok,795451,Acrobat Distiller 8.0.0 (Windows),PScript5.dll Version 5.2,2007-05-21,3,76,,False,True,True,0,2,0,2
038921.pdf,038,ok,137965,Acrobat Distiller 7.0 (Windows),Acrobat PDFMaker 7.0 for Word,2007-02-20,1,1075,,False,True,True,0,2,0,2
085163.pdf,085,ok,40994,Acrobat PDFWriter 3.02 for Windows NT,,2002-04-22,5,131,,False,True,True,0,2,0,2
085166.pdf,085,ok,109290,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2.2,2006-03-07,2,50,,False,True,True,0,2,0,2
085233.pdf,085,ok,1401418,Adobe PDF Library 8.0,Adobe InDesign CS3 (5.0.2),2008-05-05,1,746,,False,False,True,0,2,0,2
085234.pdf,085,ok,1506372,Acrobat Distiller 7.0.5 (Windows),PScript5.dll Version 5.2,2008-06-16,17,295,,False,True,True,0,2,0,2
085239.pdf,085,ok,65091,Acrobat PDFWriter 5.0 for Windows NT,ADR_explanations_2000 - Microsoft Word,2001-10-26,2,392,,False,True,True,0,2,0,2
085246.pdf,085,ok,1330696,Acrobat PDFWriter 4.05 for Windows,Microsoft Word ,2002-02-15,2,169,,False,True,True,0,2,0,2
085248.pdf,085,ok,3661833,Acrobat Distiller 7.0 (Windows),PScript5.dll Version 5.2.2,2006-01-30,1,445,,False,True,True,0,2,0,2
085252.pdf,085,ok,475857,Normalizer 5.0.5 fmnorm,FrameMaker 7.0,2005-03-29,6,194,,False,False,True,0,2,0,2
085292.pdf,085,ok,93340,Acrobat PDFWriter 2.01 for Windows,WordPerfect ,1998-04-07,6,1332,,False,True,True,0,2,0,2
085296.pdf,085,ok,299281,Microsoft® Office Word 2007,Microsoft® Office Word 2007,2008-09-05,12,58,,False,True,True,0,2,0,2
085300.pdf,085,ok,3828563,Acrobat Distiller 5.0 (Windows),PScript5.dll Version 5.2,2004-07-30,1,171,,False,True,True,0,2,0,2
085301.pdf,085,ok,134406,Acrobat Distiller 5.0.5 for Macintosh,QuarkXPress.: AdobePS 8.7.2 (104),2002-09-13,1,136,,False,True,True,0,2,0,2
085555.pdf,085,ok,393485,Hyf PDF Output Library 2.3.0 (Windows),XSL Formatter V3.3 MR1a,2006-02-03,1,5804,,False,False,True,0,2,0,2
085565.pdf,085,ok,71621,Acrobat Distiller 7.0 (Windows),Acrobat PDFMaker 7.0 for Word,2007-03-05,2,3911,,False,True,True,0,2,0,2
085451.pdf,085,ok,36061,Acrobat Distiller 4.0 for Windows,,2004-04-01,2,955,,False,True,True,0,2,0,2
085459.pdf,085,ok,565220,Acrobat Distiller 6.0.1 (Windows),Acrobat PDFMaker 6.0 for Word,2006-08-16,2,72,,False,True,True,0,2,0,2
085460.pdf,085,ok,198265,Acrobat Distiller 3.01 for Windows,ADOBEPS4.DRV Version 4.10,1998-12-01,1,608,,False,True,True,0,2,0,2
085464.pdf,085,ok,91001,Acrobat Distiller 5.0.5 (Windows),ACOMP.exe   WinVer 1b43  jul 14 2003,2003-12-01,7,113,,False,True,True,0,2,0,2
085573.pdf,085,ok,132306,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2006-12-04,6,84,,False,True,True,0,2,0,2
085581.pdf,085,ok,97427,Acrobat Distiller 5.0 (Windows),PScript5.dll Version 5.2.2,2007-09-24,5,376,,False,True,True,0,2,0,2
085586.pdf,085,ok,116692,Acrobat Distiller 5.0 (Windows),PScript5.dll Version 5.2,2007-09-24,5,376,,False,True,True,0,2,0,2
085593.pdf,085,ok,14120,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Excel,2007-10-02,2,94,,False,True,True,0,2,0,2
085859.pdf,085,ok,17771,Acrobat PDFWriter 5.0 for Windows NT,WordPerfect 9 - [H:\Data\docs\PDF Files\Cartwright FOF & CCL.wpd (unmodified)],2002-03-29,2,334,,False,True,True,0,2,0,2
085860.pdf,085,ok,335283,Acrobat Distiller 5.0.5 (Windows),Acrobat PDFMaker 5.0 for Word,2003-09-23,2,114,,False,True,True,0,2,0,2
085862.pdf,085,ok,145668,JAWS PDFLib,activePDF Server,2003-08-01,15,1989,,False,False,True,0,2,0,2
085863.pdf,085,ok,320318,GNU Ghostscript 7.05,PScript5.dll Version 5.2.2,2008-10-15,1,72,,False,False,True,0,2,0,2
085871.pdf,085,ok,274502,Adobe Acrobat 7.05 Paper Capture Plug-in,Adobe Acrobat 7.05,2006-08-23,2,3006,,False,True,True,0,2,0,2
085607.pdf,085,ok,38427,Acrobat Distiller 7.0 (Windows),FrameMaker 7.1,2004-12-17,4,244,,False,True,True,0,2,0,2
085612.pdf,085,ok,22355,Acrobat Distiller Command 3.01 for Solaris 2.3 and later (SPARC),FrameMaker 5.5.6.,2000-10-13,2,380,,False,True,True,0,2,0,2
085614.pdf,085,ok,59907,Corel PDF Engine Version 11.4.0.100,PrintServer130,2008-04-03,7,59,,False,False,True,0,2,0,2
085841.pdf,085,ok,426845,Acrobat Distiller 5.0 (Windows),Paragon Publishing Systems,2002-03-23,1,115,,False,True,True,0,2,0,2
085843.pdf,085,ok,4513038,Acrobat Distiller 7.0.5 (Windows),,2007-11-26,4,79,,False,True,True,0,2,0,2
085845.pdf,085,ok,4873902,Acrobat Distiller 7.0.5 (Windows),,2008-05-20,5,71,,False,True,True,0,2,0,2
085879.pdf,085,ok,116193,Acrobat Distiller 7.0 (Windows),PScript5.dll Version 5.2,2005-09-23,1,184,,False,True,True,0,2,0,2
085885.pdf,085,ok,456770,Corel PDF Engine Version 11.245,Print Server 110,2004-02-04,6,371,,False,False,True,0,2,0,2
085991.pdf,085,ok,559266,Acrobat Distiller 6.0.1 for Macintosh,Adobe Acrobat 6.0,2006-01-25,4,1119,,False,True,True,0,2,0,2
184016.pdf,184,ok,332065,Acrobat Distiller 5.0.5 (Windows),AdobePS5.dll Version 5.2.2,2005-05-05,15,1963,,False,True,True,0,2,0,2
184199.pdf,184,ok,88523,Acrobat Distiller 7.0.5 (Windows),PScript5.dll Version 5.2,2006-09-29,12,56,,False,True,True,0,2,0,2
184142.pdf,184,ok,571162,Acrobat Distiller 5.0 (Windows),Acrobat PDFMaker 5.0 for Word,2003-02-07,4,58,,False,True,True,0,2,0,2
184146.pdf,184,ok,92106,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2.2,2005-03-11,1,205,,False,True,True,0,2,0,2
184149.pdf,184,ok,189520,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2007-11-16,3,1478,,False,True,True,0,2,0,2
184181.pdf,184,ok,1102372,Adobe PDF Library 7.0,Adobe InDesign CS2 (4.0.4),2007-04-04,1,374,,False,False,True,0,2,0,2
184031.pdf,184,ok,52927,Acrobat Net Distiller 1.0 for Windows,,1999-12-14,18,352,,False,True,True,0,2,0,2
184035.pdf,184,ok,74144,Acrobat Distiller 7.0 (Windows),PScript5.dll Version 5.2.2,2005-08-22,1,785,,False,True,True,0,2,0,2
184040.pdf,184,ok,84316,,XPP,1999-05-18,2,113,,False,False,True,0,2,0,2
184042.pdf,184,ok,983190,,,2006-08-24,1,1200,,False,False,True,0,2,0,2
184068.pdf,184,ok,167689,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2,2005-05-09,1,445,,False,True,True,0,2,0,2
184335.pdf,184,ok,125830,Acrobat PDFWriter 3.0.1 for Power Macintosh,Microsoft Word,2002-02-28,1,93,,False,True,True,0,2,0,2
184338.pdf,184,ok,203995,Acrobat Distiller 7.0 (Windows),PScript5.dll Version 5.2,2006-07-25,3,598,,False,True,True,0,2,0,2
184365.pdf,184,ok,774677,Acrobat Distiller 6.0.1 for Macintosh,,2005-01-17,1,1661,,False,True,True,0,2,0,2
184383.pdf,184,ok,121943,Mac OS X 10.1.5 Quartz PDFContext,,2003-03-07,1,66,,False,False,True,0,2,0,2
184429.pdf,184,ok,53329,Acrobat PDFWriter 5.0 for Windows NT,WordPerfect 10 - [H:\LJM Opinions\EV02-24 Thomas v Evansville-Vanderburgh Schools - or on defs' mot for summ j.wpd],2004-11-10,1,2485,,False,True,True,0,2,0,2
184438.pdf,184,ok,268686,Acrobat Distiller 7.0 (Windows),3B2 Total Publishing System 8.07e/W,2008-05-19,3,201,,False,True,True,0,2,0,2
184450.pdf,184,ok,16797,Acrobat PDFWriter 4.0 for Windows,pdfoutline.doc - Microsoft Word,2002-07-11,3,133,,False,True,True,0,2,0,2
184215.pdf,184,ok,73212,Acrobat PDFWriter 4.05 for Windows NT,Corel WordPerfect - [F:\Admin\TOM\Anualrep.01\ANNUAL01.WPD],2002-03-25,4,152,,False,True,True,0,2,0,2
184222.pdf,184,ok,92067,Acrobat PDFWriter 4.05 for Windows NT,aaron_burr.doc - Microsoft Word,2002-09-19,1,5425,,False,True,True,0,2,0,2
184230.pdf,184,ok,816367,Acrobat Distiller 5.0.5 (Windows),Adobe PageMaker 7.0,2004-03-24,5,391,,False,True,True,0,2,0,2
184620.pdf,184,ok,49149,Acrobat Distiller 8.0.0 (Windows),Acrobat PDFMaker 8.0 for Word,2007-10-09,3,49,,False,True,True,0,2,0,2
184621.pdf,184,ok,53398,Acrobat Distiller 6.0 (Windows),Acrobat PDFMaker 6.0 for Word,2007-10-02,3,219,,False,True,True,0,2,0,2
184632.pdf,184,ok,695676,Mac OS X 10.1.3 Quartz PDFContext,,2002-07-23,1,3675,,False,False,True,0,2,0,2
184704.pdf,184,ok,240864,Acrobat Distiller 4.0 for Windows,Microsoft Word 8.0,2000-05-01,2,89,,False,True,True,0,2,0,2
184718.pdf,184,ok,1977725,Corel PDF Engine Version 9.398,POP90,2000-06-01,2,1773,,False,False,True,0,2,0,2
184719.pdf,184,ok,182515,Acrobat Distiller 3.01 for Windows,,2002-08-19,1,3508,,False,True,True,0,2,0,2
184527.pdf,184,ok,4195,,"R and OS php pdf writer, http://www.ros.co.nz",2009-02-25,1,776,,False,False,True,0,2,0,2
184546.pdf,184,ok,1060021,PDFlib PLOP 2.0.0p6 (SunOS)/Acrobat Distiller 4.05 for Sparc Solaris,XyEnterprise XPP 7.3C.1  Patch #5,2007-03-30,2,47,,False,True,True,0,2,0,2
184645.pdf,184,ok,98498,Acrobat Distiller 7.0 (Windows),PScript5.dll Version 5.2,2007-08-02,4,53,,False,True,True,0,2,0,2
184647.pdf,184,ok,456561,JAWS PDFLib,activePDF Server,2003-07-31,6,3422,,False,False,True,0,2,0,2
184653.pdf,184,ok,1005668,PDFlib PLOP 2.0.0p6 (SunOS)/Acrobat Distiller 4.05 for Sparc Solaris,XyEnterprise XPP 7.3C.1  Patch #5,2007-10-31,2,89,,False,True,True,0,2,0,2
184655.pdf,184,ok,985820,Acrobat Distiller 6.0.1 (Windows),PScript5.dll Version 5.2.2,2006-07-26,40,691,,False,True,True,0,2,0,2
184659.pdf,184,ok,282577,Acrobat Distiller 5.0.5 (Windows),Acrobat PDFMaker 5.0 for Word,2006-04-14,30,193,,False,True,True,0,2,0,2
184662.pdf,184,ok,303423,Corel PDF Engine Version 11.2.0.239,Print Server 120,2007-11-19,17,777,,False,False,True,0,2,0,2
184669.pdf,184,ok,857312,Acrobat Distiller 4.0 for Windows,PageMaker 6.5,2002-04-25,2,227,,False,True,True,0,2,0,2
184701.pdf,184,ok,74022,FDFMerge Lite 5.0.4 Windows SPDF_1096+ May  3 2004,,2003-04-18,10,1418,,False,False,True,0,2,0,2
184588.pdf,184,ok,293565,Acrobat Distiller 5.0.5 (Windows),PScript5.dll Version 5.2,2003-04-09,2,1373,,False,True,True,0,2,0,2
184589.pdf,184,ok,800086,Acrobat Distiller 7.0 (Windows),Acrobat PDFMaker 7.0 for Word,2007-07-10,1,1081,,False,True,True,0,2,0,2
184598.pdf,184,ok,3713748,Adobe PDF Library 6.0,Adobe InDesign CS (3.0.1),2008-05-23,2,2219,,False,False,True,0,2,0,2
184603.pdf,184,ok,56307,Pixel Translations (PIXPDF Ver.1.35),Acrobat 3.0 Import Plug-in,1998-04-14,1,3404,,False,True,True,0,2,0,2
184604.pdf,184,ok,5513,,"R and OS php pdf writer, http://www.ros.co.nz",2009-02-25,2,159,,False,False,True,0,2,0,2
184729.pdf,184,ok,3122718,Acrobat Distiller 4.05 for Windows,ACOMP.exe   WinVer 1a68  0ct 09 2002,2005-03-22,3,344,,False,True,True,0,2,0,2
184735.pdf,184,ok,235268,Acrobat Distiller 5.0.5 (Windows),Acrobat PDFMaker 5.0 for Word,2006-08-30,1,6673,,False,True,True,0,2,0,2
184736.pdf,184,ok,110361,Acrobat Net Distiller 1.0 for Windows,,2000-11-29,11,1479,,False,True,True,0,2,0,2
184737.pdf,184,ok,52524,www.adlibsys.com:EXS3145-W2KA,WordPerfect 6.1/2000/2002,2006-01-03,4,57,,False,True,True,0,2,0,2
184740.pdf,184,ok,2189726,Acrobat Distiller 4.0 for Windows,,2001-03-14,2,74,,False,True,True,0,2,0,2
184751.pdf,184,ok,161463,Corel PDF Engine Version 10.517,Print Server 100,2003-01-02,1,389,,False,False,True,0,2,0,2
184804.pdf,184,ok,314781,Acrobat Distiller 8.1.0 (Windows),Acrobat PDFMaker 8.1 for Word,2008-09-04,2,175,,False,True,True,0,2,0,2
184806.pdf,184,ok,80901,Acrobat Distiller 4.05 for Windows,Microsoft Word 9.0,2004-08-24,3,1051,,False,True,True,0,2,0,2
184809.pdf,184,ok,233774,Acrobat Distiller 5.0 (Windows),"""Mim2ps v020215""",2002-06-07,1,4541,,False,True,True,0,2,0,2
184810.pdf,184,ok,344572,Acrobat Distiller 5.0 (Windows),"""Mim2ps v020215""",2002-04-06,1,4479,,False,True,True,0,2,0,2
184814.pdf,184,ok,313659,Acrobat Distiller 5.0 (Windows),PScript5.dll Version 5.2,2004-07-28,2,70,,False,True,True,0,2,0,2
184815.pdf,184,ok,513551,Antenna House PDF Output Library 2.4.0 (Linux),"XSL Formatter V4.1 MR5 (4,1,2007,0509) for Linux",2008-09-18,1,1632,,False,False,True,0,2,0,2
184818.pdf,184,ok,581639,Antenna House PDF Output Library 2.4.0 (Linux),"XSL Formatter V4.1 MR5 (4,1,2007,0509) for Linux",2008-09-18,2,708,,False,False,True,0,2,0,2
184821.pdf,184,ok,112448,Acrobat PDFWriter 4.0 for Windows,Microsoft Word ,2000-11-09,5,50,,False,True,True,0,2,0,2
184841.pdf,184,ok,324892,Adobe PDF Library 6.0,Adobe InDesign CS (3.0),2002-05-13,3,830,,False,False,True,0,2,0,2
184940.pdf,184,ok,304795,Acrobat Distiller Command 3.02b for Solaris 2.3 and later (SPARC),Parlance Publisher 5.0/(Xyvision Postscript Formatter) 3.0 3,2000-11-21,2,77,,False,True,True,0,2,0,2
184944.pdf,184,ok,472257,StampPDF Batch 2.7 for Solaris - SPDF 1045,XPP,2005-02-07,2,67,,False,False,True,0,2,0,2
184947.pdf,184,ok,535187,Antenna House PDF Output Library 2.4.0 (Linux),"XSL Formatter V4.1 MR5 (4,1,2007,0509) for Linux",2008-09-18,2,854,,False,False,True,0,2,0,2
184976.pdf,184,ok,50345,Acrobat PDFWriter 4.05 for Windows,Microsoft Word ,2002-03-07,1,68,,False,True,True,0,2,0,2
184983.pdf,184,ok,1273923,,,2008-06-06,1,114,,False,False,True,0,2,0,2
184985.pdf,184,ok,538927,Antenna House PDF Output Library 2.4.0 (Linux),"XSL Formatter V4.1 MR5 (4,1,2007,0509) for Linux",2008-09-18,2,333,,False,False,True,0,2,0,2
202198.pdf,202,ok,54421,Acrobat Distiller 5.0 (Windows),ADOBEPS4.DRV Version 4.50,2002-08-11,1,297,,False,True,True,0,2,0,2
202201.pdf,202,ok,2627134,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2008-10-31,5,493,,False,True,True,0,2,0,2
202203.pdf,202,ok,47046,Acrobat Distiller 4.05 for Windows,,2000-06-29,4,105,,False,True,True,0,2,0,2
202205.pdf,202,ok,86715,JAWS PDFLib,Server http://www.activepdf.com,2008-08-06,7,251,,False,False,True,0,2,0,2
202211.pdf,202,ok,35519,Acrobat Distiller 7.0.5 (Windows),,2007-11-13,3,112,,False,True,True,0,2,0,2
202138.pdf,202,ok,333026,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2,2004-04-12,2,328,,False,True,True,0,2,0,2
202182.pdf,202,ok,88964,FDFMerge Lite 5.0.4 Windows SPDF_1096+ May  3 2004,,2003-04-18,14,2696,,False,False,True,0,2,0,2
202183.pdf,202,ok,3366537,,,2006-03-17,5,562,,False,False,True,0,2,0,2
202184.pdf,202,ok,241597,FDFMerge Lite 5.0.4 Windows SPDF_1096+ May  3 2004,Accident Data Management System,2003-12-11,4,309,,False,False,True,0,2,0,2
202214.pdf,202,ok,88172,Corel PDF Engine Version 11.2.0.239,Print Server 120,2005-02-28,10,994,,False,False,True,0,2,0,2
202217.pdf,202,ok,56309,Corel PDF Engine Version 11.321,Print Server 110,2007-09-26,9,238,,False,False,True,0,2,0,2
202219.pdf,202,ok,50815,Acrobat Distiller 7.0 (Windows),PScript5.dll Version 5.2.2,2006-10-18,2,1206,,False,True,True,0,2,0,2
202220.pdf,202,ok,222027,Acrobat Distiller 5.0 (Windows),Acrobat PDFMaker 5.0 for Word,2003-01-16,1,134,,False,True,True,0,2,0,2
202221.pdf,202,ok,24626,Data Dynamics ActiveReports (tm) for .NET,Data Dynamics ActiveReports (tm) for .NET,2008-03-28,2,332,,False,False,True,0,2,0,2
202224.pdf,202,ok,4454982,Acrobat Distiller 5.0 (Windows),ACOMP.exe V010   11-MAY-2000,2002-11-22,4,389,,False,True,True,0,2,0,2
202225.pdf,202,ok,550468,Acrobat Distiller 7.0.5 (Windows),PScript5.dll Version 5.2.2,2006-09-18,1,176,,False,True,True,0,2,0,2
202232.pdf,202,ok,61946,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2006-03-11,1,115,,False,True,True,0,2,0,2
202287.pdf,202,ok,467576,Acrobat Distiller 2.1 for Windows,,1997-11-04,2,1132,,False,True,True,0,2,0,2
202364.pdf,202,ok,47765,Acrobat Distiller 4.0 for Windows,,2003-03-26,1,316,,False,True,True,0,2,0,2
202456.pdf,202,ok,29655,Acrobat Distiller 5.0.5 (Windows),ACOMP.exe   WinVer 1c4  May 21 2004,2004-09-27,8,61,,False,True,True,0,2,0,2
202373.pdf,202,ok,51933,Acrobat Distiller 4.0 for Windows,,2003-03-26,4,316,,False,True,True,0,2,0,2
202379.pdf,202,ok,15926,Acrobat Distiller 3.01 for Windows,Windows NT 4.0,1999-07-28,9,185,,False,True,True,0,2,0,2
202383.pdf,202,ok,50135,Acrobat Distiller 4.05 for Windows,,2000-06-28,4,1444,,False,True,True,0,2,0,2
184957.pdf,184,ok,167467,Acrobat Distiller 6.0 (Windows),Acrobat PDFMaker 6.0 for Word,2004-02-25,5,47,,False,True,True,0,2,0,2
184966.pdf,184,ok,49067,Acrobat Distiller 4.0 for Macintosh,,2001-05-19,5,123,,False,True,True,0,2,0,2
184972.pdf,184,ok,3702187,捁潲慢⁴⸴㔰䤠灭牯⁴汐杵椭潦楗摮睯s,Acrobat 4.05 Capture Plug-in for Windows,2000-06-29,1,1892,,False,True,True,0,2,0,2
202542.pdf,202,ok,122471,Acrobat Distiller 5.0.5 for Macintosh,Textures.: LaserWriter 8 8.6.5,2005-02-17,2,795,,False,True,True,0,2,0,2
202544.pdf,202,ok,375923,Acrobat Distiller 5.0.5 (Windows),PScript5.dll Version 5.2,2007-08-10,5,127,,False,True,True,0,2,0,2
202559.pdf,202,ok,97732,APSetDocInfo 1.9 Solaris SPDF_1086 Aug  7 2003,,2002-10-28,4,757,,False,False,True,0,2,0,2
202565.pdf,202,ok,269499,Acrobat Distiller 5.0 (Windows),PScript5.dll Version 5.2,2003-09-09,1,761,,False,True,True,0,2,0,2
202745.pdf,202,ok,845592,Acrobat Distiller 4.05 for Sparc Solaris,,2006-04-13,3,98,,False,True,True,0,2,0,2
202747.pdf,202,ok,144091,Acrobat Distiller 5.0 (Windows),PScript5.dll Version 5.2,2005-08-31,1,386,,False,True,True,0,2,0,2
202943.pdf,202,ok,948946,Acrobat PDFWriter 4.0 for Windows,Microsoft Word ,2003-02-04,1,914,,False,True,True,0,2,0,2
202953.pdf,202,ok,54344,Acrobat Distiller 6.0 (Windows),Acrobat PDFMaker 6.0 for Word,2006-09-12,2,1769,,False,True,True,0,2,0,2
202954.pdf,202,ok,74909,Corel PDF Engine Version 10.990,Print Server 100,2005-08-26,7,1129,,False,False,True,0,2,0,2
202956.pdf,202,ok,222689,Acrobat Distiller 7.0.5 (Windows),PScript5.dll Version 5.2.2,2008-11-17,1,70,,False,True,True,0,2,0,2
202969.pdf,202,ok,399851,Acrobat Distiller 8.0.0 (Windows),PScript5.dll Version 5.2,2008-11-06,1,8416,,False,True,True,0,2,0,2
334000.pdf,334,ok,73199,Acrobat Elements 7.0.5 (Windows),PScript5.dll Version 5.2.2,2006-11-16,40,2147,,False,True,True,0,2,0,2
334021.pdf,334,ok,17778,Acrobat Distiller 4.05 for Windows,,2000-06-28,4,938,,False,True,True,0,2,0,2
334024.pdf,334,ok,310698,Acrobat Distiller 5.0.5 (Windows),AdobePS5.dll Version 5.2.2,2005-09-20,2,432,,False,True,True,0,2,0,2
202757.pdf,202,ok,802530,Acrobat Distiller 4.05 for Sparc Solaris,,2006-04-13,3,185,,False,True,True,0,2,0,2
202769.pdf,202,ok,575881,Acrobat Distiller 6.0.1 (Windows),PScript5.dll Version 5.2,2006-02-23,1,51,,False,True,True,0,2,0,2
334142.pdf,334,ok,1637370,Acrobat Distiller 5.0.5 for Macintosh,QuarkXPress(tm) 5.01,2003-06-11,1,1350,,False,True,True,0,2,0,2
202501.pdf,202,ok,258071,GPL Ghostscript 8.61,PDFCreator Version 0.9.5,2009-02-18,20,203,,False,False,True,0,2,0,2
202503.pdf,202,ok,21798,Acrobat Net Distiller 1.0 for Windows,,1999-12-13,11,407,,False,True,True,0,2,0,2
202528.pdf,202,ok,21826,Acrobat Distiller 7.0.5 (Windows),PScript5.dll Version 5.2.2,2007-05-23,3,658,,False,True,True,0,2,0,2
202781.pdf,202,ok,59658,Acrobat Distiller 7.0 (Windows),PScript5.dll Version 5.2,2005-08-17,21,1603,,False,True,True,0,2,0,2
202784.pdf,202,ok,229746,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2007-10-26,3,665,,False,True,True,0,2,0,2
334335.pdf,334,ok,50392,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2007-08-21,2,3795,,False,True,True,0,2,0,2
334341.pdf,334,ok,15986,Acrobat PDFWriter 4.0 for Windows,prt573v2                          [PFP#790035076],1999-07-01,2,822,,False,True,True,0,2,0,2
334348.pdf,334,ok,2478234,Acrobat Distiller 6.0 (Windows),FrameMaker 7.1,2005-12-01,1,58,,False,True,True,0,2,0,2
334361.pdf,334,ok,32889,Acrobat Distiller 5.0.5 (Windows),ACOMP.exe   WinVer 1b43  jul 14 2003,2004-05-13,4,266,,False,True,True,0,2,0,2
334362.pdf,334,ok,37097,Acrobat Distiller 4.0 for Windows,,2003-12-05,2,942,,False,True,True,0,2,0,2
334364.pdf,334,ok,2984796,Acrobat Distiller 6.0 (Windows),FrameMaker 7.1,2005-12-01,1,58,,False,True,True,0,2,0,2
334365.pdf,334,ok,140716,Acrobat Distiller 2.1b5 for Windows,,1997-05-04,1,207,,False,True,True,0,2,0,2
334477.pdf,334,ok,287679,Adobe PDF Library 4.0,Acrobat Capture 3.0,2003-04-25,1,6828,,False,True,True,0,2,0,2
334509.pdf,334,ok,81746,Acrobat Distiller 7.0.5 (Windows),PScript5.dll Version 5.2,2005-11-21,11,46,,False,True,True,0,2,0,2
334510.pdf,334,ok,95768,Acrobat Distiller 4.05 for Windows,,2000-06-30,3,1600,,False,True,True,0,2,0,2
334331.pdf,334,ok,333347,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.5 for Word,2006-01-20,1,106,,False,True,True,0,2,0,2
334590.pdf,334,ok,195912,Acrobat Distiller 8.0.0 (Windows),Acrobat PDFMaker 8.0 for Word,2007-07-05,17,162,,False,True,True,0,2,0,2
334592.pdf,334,ok,135664,Acrobat Distiller 6.0 (Windows),Acrobat PDFMaker 6.0 for Word,2006-04-24,3,78,,False,True,True,0,2,0,2
334598.pdf,334,ok,13444,Acrobat PDFWriter 4.0 for Windows,Microsoft Word ,2000-02-22,1,53,,False,True,True,0,2,0,2
334602.pdf,334,ok,727590,,ABBYY FineReader,2004-02-23,2,6880,,False,False,True,0,2,0,2
334637.pdf,334,ok,169908,www.adlibsoftware.com:EXS3181-Windows 2003:TNG,MS Office Data (Ole & BIFF),2008-01-25,4,94,,False,False,True,0,2,0,2
334676.pdf,334,ok,285227,Acrobat Distiller 6.0.1 (Windows),Acrobat PDFMaker 6.0 for Word,2005-06-28,1,2861,,False,True,True,0,2,0,2
334697.pdf,334,ok,64298,Acrobat Distiller 6.0 (Windows),FrameMaker 7.0,2005-01-26,9,268,,False,True,True,0,2,0,2
334719.pdf,334,ok,751688,Acrobat Net Distiller 1.0 for Windows,,1999-03-04,8,87,,False,True,True,0,2,0,2
334747.pdf,334,ok,1652845,Acrobat Distiller 4.0 for Macintosh,QuarkXPressª 4.1: AdobePS 8.7.0,2001-10-12,1,569,,False,True,True,0,2,0,2
334757.pdf,334,ok,3646696,Acrobat Distiller 7.0.5 (Windows),PScript5.dll Version 5.2.2,2008-06-03,1,1951,,False,True,True,0,2,0,2
334031.pdf,334,ok,615316,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2007-07-24,6,193,,False,True,True,0,2,0,2
334032.pdf,334,ok,3143948,Acrobat Web Capture 4.0,,2003-03-25,2,1833,,False,True,True,0,2,0,2
334033.pdf,334,ok,172430,Microsoft® Office Word 2007,Microsoft® Office Word 2007,2008-11-07,3,100,,False,True,True,0,2,0,2
334040.pdf,334,ok,48320,Acrobat PDFWriter 5.0 for Windows NT,WordPerfect 10 - [C:\Documents and Settings\James Fleming\Desktop\To Be Posted\Westfalia.wpd],2004-01-12,10,77,,False,True,True,0,2,0,2
334051.pdf,334,ok,20564,Acrobat PDFWriter 4.0 for Windows,Microsoft Word ,2001-04-03,5,1277,,False,True,True,0,2,0,2
