file,producer,institutional,score_P0_published,score_P1_converter_excl,score_P2_authoring_only,score_P3_author_or_editor
038249.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
038251.pdf,AFPL Ghostscript 8.54,False,0,0,0,0
038252.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
038255.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
038258.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038266.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038268.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
033810.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
033811.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
033812.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
033813.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
033814.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
033815.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
033816.pdf,Acrobat Distiller 3.0 for Power Macintosh,False,2,2,2,2
033817.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
033818.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
033819.pdf,GPL Ghostscript 8.54,False,0,0,0,0
033820.pdf,AFPL Ghostscript 8.13,False,0,0,0,0
033821.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
033823.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
033946.pdf,GNU Ghostscript 7.06,False,2,2,2,2
033962.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
033996.pdf,Acrobat Web Capture 4.0,False,2,2,2,2
038137.pdf,,True,2,2,5,5
038138.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038139.pdf,Acrobat PDF Writer 1.0 for Macintosh ,False,0,0,0,0
038147.pdf,JAWS PDFLib,False,0,0,0,0
038272.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
038276.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
038278.pdf,Mac OS X 10.4.8 Quartz PDFContext,False,0,0,0,0
038307.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,2,2,2,2
038308.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
038310.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,2,2,2,2
038312.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
038313.pdf,Acrobat PDFWriter 4.0 for Windows NT,False,2,2,2,2
038314.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
038316.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
038317.pdf,Corel PDF Engine Version 11.2.0.602,False,0,0,0,0
038319.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
038321.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
038322.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038326.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
038327.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
038332.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
038333.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
038336.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
038337.pdf,Mac OS X 10.4.7 Quartz PDFContext,True,3,0,0,0
033693.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
033694.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
033695.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
033696.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
033697.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
033698.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
033699.pdf,,False,0,0,0,0
033700.pdf,Acrobat Net Distiller 1.0 for Windows,False,2,2,2,2
033701.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
033702.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
033703.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
033704.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
033705.pdf,Adobe PDF Library 5.0,False,0,0,0,0
033706.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
033707.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
033708.pdf,Acrobat PDFWriter 4.05 for Windows,False,0,0,0,0
033710.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
033711.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
033712.pdf,Corel PDF Engine Version 9.654,False,0,0,0,0
033713.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
038350.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
038352.pdf,ECMP5,False,0,0,0,0
038354.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
038355.pdf,Photoshop PDF Plug-in 1.0,False,0,0,0,0
038359.pdf,Corel PDF Engine Version 10.990,False,0,0,0,0
038363.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
038368.pdf,Acrobat PDFWriter 2.01 for Windows,False,2,2,2,2
038375.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
038376.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
038398.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
038402.pdf,Acrobat Distiller 8.1.0 (Windows),False,2,2,2,2
038404.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
038405.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038407.pdf,ScanSoft PDF Create! 3,False,0,0,0,0
038418.pdf,Acrobat PDFWriter 2.0 for Windows,False,0,0,0,0
038434.pdf,Acrobat PDFWriter 3.0 for Power Macintosh,False,0,0,0,0
038436.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038444.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
038446.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038447.pdf,Corel PDF Engine Version 9.395,False,2,2,2,2
038491.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038492.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038494.pdf,JAWS PDFLib,False,0,0,0,0
038497.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038498.pdf,Acrobat Distiller 4.05 for Macintosh,False,0,0,0,0
038504.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038505.pdf,Acrobat PDFWriter 4.05 for Windows,False,2,2,2,2
038507.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,2,2,2,2
038508.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038510.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
038511.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
038512.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
038513.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038514.pdf,Acrobat Distiller 6.0.1 for Macintosh,False,0,0,0,0
038515.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
038516.pdf,QuarkXPress(tm) 6.5,False,0,0,0,0
038517.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
038518.pdf,GNU Ghostscript 6.52,False,0,0,0,0
038519.pdf,Acrobat Distiller 2.1 for Macintosh,False,0,0,0,0
038520.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038448.pdf,Acrobat Distiller 4.05 for Macintosh,False,0,0,0,0
038449.pdf,Acrobat Distiller 5.00 for Macintosh,False,2,2,2,2
038450.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,2,2,2,2
038457.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
038458.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
038459.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
038460.pdf,,False,2,2,2,2
038461.pdf,www.adlibsoftware.com:EXS3181-Windows 2003:TNG,False,2,2,2,2
038462.pdf,PDFlib 5.0.3 (C++/Win32),False,0,0,0,0
038463.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
038464.pdf,Corel PDF Engine Version 9.543,False,0,0,0,0
038465.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
038466.pdf,Acrobat Distiller 6.0.1 for Macintosh,False,2,2,2,2
038467.pdf,Acrobat Distiller 8.1.0 (Windows),False,2,2,2,2
038468.pdf,Acrobat Distiller 8.1.0 (Windows),False,2,2,2,2
038469.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038482.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
038487.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
038489.pdf,,False,0,0,0,0
038490.pdf,Acrobat Net Distiller 1.0 for Windows,False,2,2,2,2
038521.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038522.pdf,,False,2,2,2,2
038523.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038524.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
038525.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
038526.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
038527.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
038528.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
038529.pdf,EOL Universal Printer,True,0,0,0,0
038530.pdf,Acrobat Distiller 8.1.0 (Windows),False,2,2,2,2
038531.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
038532.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
038533.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
038534.pdf,pdfTeX100.a,False,0,0,0,0
038616.pdf,Corel PDF Engine Version 11.4.0.100,False,2,2,2,2
038617.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
038618.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038619.pdf,Acrobat Distiller 8.1.0 (Windows),False,2,2,2,2
038620.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
038621.pdf,Corel PDF Engine Version 9.320,False,2,2,2,2
038717.pdf,Acrobat Distiller 3.02 for Power Macintosh,False,0,0,0,0
038718.pdf,GNU Ghostscript 7.06,False,0,0,0,0
038719.pdf,Acrobat Distiller Daemon 3.01 for Solaris 2.3 and later (SPARC),False,0,0,0,0
038720.pdf,Corel PDF Engine Version 9.398,False,0,0,0,0
038721.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038722.pdf,Acrobat Distiller 4.05 for Macintosh,False,0,0,0,0
038723.pdf,Acrobat Distiller 4.05 for Macintosh,False,0,0,0,0
038724.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
038726.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
038727.pdf,Adobe PDF library 8.00,False,2,2,2,2
038728.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
038773.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
038785.pdf,Acrobat PDFWriter 2.01 for Windows,False,2,2,2,2
038786.pdf,Acrobat Distiller 6.0.1 (Windows),False,2,2,2,2
038787.pdf,Acrobat PDFWriter 2.01 for Windows,False,2,2,2,2
038788.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
038789.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038790.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038791.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
038792.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
038622.pdf,Corel PDF Engine Version 11.410,False,2,2,2,2
038623.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038624.pdf,Corel PDF Engine Version 9.654,False,0,0,0,0
038626.pdf,Acrobat Distiller 3.0 for Power Macintosh,False,0,0,0,0
038627.pdf,Acrobat PDFWriter 2.0 for Macintosh,False,0,0,0,0
038628.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038632.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
038633.pdf,Corel PDF Engine Version 9.654,False,0,0,0,0
038635.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038636.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038637.pdf,Acrobat Distiller 2.1 for Windows,False,0,0,0,0
038639.pdf,Acrobat Distiller 4.05 for Macintosh,False,0,0,0,0
038640.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
038641.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
038642.pdf,Mac OS X 10.4.11 Quartz PDFContext,False,2,2,2,2
038643.pdf,Adobe PDF Library 6.0,False,2,2,2,2
038644.pdf,Acrobat Distiller Daemon 3.02b for Solaris 2.3 and later (SPARC),False,2,2,2,2
038645.pdf,,False,2,2,2,2
038646.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
038647.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038845.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038857.pdf,Acrobat Distiller 3.02 for Power Macintosh,False,0,0,0,0
038859.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038862.pdf,Acrobat Distiller 2.1 for Power Macintosh,False,0,0,0,0
038868.pdf,Acrobat Distiller 6.0.1 (Windows),False,2,2,2,2
038870.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
038873.pdf,Acrobat Distiller 8.0.0 (Windows),False,2,2,2,2
038879.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038892.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
038895.pdf,verypdf.com Inc (http://www.verypdf.com/),False,0,0,0,0
038902.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038903.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
038904.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038905.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
038906.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
038907.pdf,Acrobat PDFWriter 4.0 for Windows,False,0,0,0,0
038908.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
038909.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038910.pdf,Acrobat Distiller 8.1.0 (Windows),False,2,2,2,2
038911.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038793.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038794.pdf,AFPL Ghostscript 8.54,False,0,0,0,0
038807.pdf,Acrobat Distiller 4.05 for Windows,False,2,2,2,2
038808.pdf,Acrobat Distiller 6.0.1 (Windows),False,2,2,2,2
038811.pdf,Acrobat PDFWriter 3.0 for Windows,False,0,0,0,0
038812.pdf,Adobe PDF Library 8.0,False,0,0,0,0
038813.pdf,Microsoft® Office Word 2007,False,0,0,0,0
038814.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038815.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038818.pdf,GNU Ghostscript 7.06,False,0,0,0,0
038819.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
038820.pdf,Acrobat PDFWriter 4.05 for Windows,False,2,2,2,2
038821.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
038822.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
038823.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
038824.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
038825.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038837.pdf,[ClibPDF Library 2.02-r1-1] PrintToPDF 2.1.6,False,0,0,0,0
038841.pdf,Acrobat Distiller 2.1 PE for Windows,False,0,0,0,0
038843.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
038648.pdf,pdfTeX-0.14h,False,0,0,0,0
038649.pdf,Adobe PDF Library 5.0,False,0,0,0,0
038651.pdf,pdfTeX-0.14f,False,0,0,0,0
038652.pdf,Acrobat Distiller 3.0 for Power Macintosh,False,2,2,2,2
038653.pdf,Acrobat Distiller Daemon 3.02b for Solaris 2.3 and later (SPARC),False,0,0,0,0
038654.pdf,Adobe PDF Library 6.0,False,2,2,2,2
038656.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
038657.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
038702.pdf,NeoOffice 2.2,False,2,2,2,2
038703.pdf,GNU Ghostscript 7.05,False,0,0,0,0
038707.pdf,Acrobat PDFWriter 4.0 for Power Macintosh,False,0,0,0,0
038708.pdf,Adobe PDF library 5.00,False,2,2,2,2
038709.pdf,Acrobat Distiller 4.05 for Windows,False,2,2,2,2
038710.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
038711.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
038712.pdf,Acrobat Distiller 3.02 for Power Macintosh,False,0,0,0,0
038713.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038714.pdf,AFPL Ghostscript 8.11,False,0,0,0,0
038715.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
038716.pdf,AFPL Ghostscript 7.04,False,0,0,0,0
038937.pdf,PDFlib 5.0.3 (C++/Win32),False,0,0,0,0
038938.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
038939.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
038940.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
038941.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
038942.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
038944.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
038945.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
038946.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038947.pdf,Adobe PDF Library 8.0,False,0,0,0,0
038948.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
038949.pdf,"Etymon PJ 1.10, Copyright (C) 1998-2000 Etymon Systems, Inc. <http://www.etymon.com/>. ",False,0,0,0,0
038953.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
038963.pdf,Acrobat PDFWriter 2.0 for Macintosh,False,2,2,2,2
038964.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
038969.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
038975.pdf,Adobe PDF Library 5.0,False,2,2,2,2
038981.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
085000.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085001.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
085002.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
085003.pdf,Microsoft® Office Word 2007,False,0,0,0,0
085004.pdf,Corel PDF Engine Version 9.654,False,0,0,0,0
085005.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
085006.pdf,Microsoft® Office Word 2007,False,0,0,0,0
085007.pdf,DigiPath,False,0,0,0,0
085075.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
085076.pdf,Acrobat Distiller 4.05 for Sparc Solaris,False,2,2,2,2
085078.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
085079.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
085080.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085081.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085082.pdf,Adobe PDF Library 5.0,False,2,2,2,2
085084.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
085085.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085086.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
085089.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
085091.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
085093.pdf,Adobe PDF Library 4.0,False,0,0,0,0
085094.pdf,Acrobat PDFWriter 3.03 for Windows,False,2,2,2,2
085095.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
085097.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
085098.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
085099.pdf,"Etymon PJ 1.10, Copyright (C) 1998-2000 Etymon Systems, Inc. <http://www.etymon.com/>. ",False,0,0,0,0
085101.pdf,Adobe PDF Library 7.0,False,0,0,0,0
085118.pdf,ESP Ghostscript 7.05,False,0,0,0,0
085146.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085147.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085149.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085151.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085152.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
085153.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085154.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085156.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
085157.pdf,JAWS PDFLib,False,2,2,2,2
085158.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
085159.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085160.pdf,Corel PDF Engine Version 9.654,False,0,0,0,0
085161.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
085162.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
085259.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
085260.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085261.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
085269.pdf,Microsoft® Office Word 2007,False,0,0,0,0
085271.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
085272.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
085273.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
085274.pdf,Adobe Acrobat 6.0 Paper Capture,False,0,0,0,0
085275.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085276.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
085277.pdf,iText 1.3 by lowagie.com (based on itext-paulo-153),False,0,0,0,0
085279.pdf,Acrobat Distiller 4.05 for Windows,False,2,2,2,2
085280.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
085281.pdf,Acrobat Distiller 8.1.0 (Windows),False,2,2,2,2
085283.pdf,,False,2,2,2,2
085284.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
085285.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085287.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085288.pdf,Acrobat Distiller 3.01 for Power Macintosh,False,0,0,0,0
085289.pdf,Acrobat Distiller 4.0 for Macintosh,False,0,0,0,0
038912.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
038913.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
038914.pdf,Acrobat PDFWriter 4.0 for Windows NT,False,2,2,2,2
038915.pdf,Acrobat Distiller 5.00 for Macintosh,False,2,2,2,2
038916.pdf,Acrobat Distiller 8.0.0 (Windows),False,2,2,2,2
038917.pdf,Aladdin Ghostscript 6.0,False,0,0,0,0
038918.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
038919.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
038920.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
038921.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
038923.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
038924.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
038926.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
038927.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
038929.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
038931.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
038933.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
038934.pdf,Acrobat Distiller 4.0 for Macintosh,False,0,0,0,0
038935.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
038936.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085163.pdf,Acrobat PDFWriter 3.02 for Windows NT,False,2,2,2,2
085164.pdf,ECMP5,False,0,0,0,0
085165.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
085166.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
085167.pdf,Acrobat Distiller 4.0 for Macintosh,False,0,0,0,0
085220.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
085226.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
085229.pdf,Acrobat Distiller 6.0 (Windows),True,3,0,0,0
085233.pdf,Adobe PDF Library 8.0,False,2,2,2,2
085234.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
085239.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,2,2,2,2
085240.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085242.pdf,Acrobat PDFWriter 4.0 for Windows,False,0,0,0,0
085246.pdf,Acrobat PDFWriter 4.05 for Windows,False,2,2,2,2
085248.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
085250.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085252.pdf,Normalizer 5.0.5 fmnorm,False,2,2,2,2
085253.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
085254.pdf,,False,0,0,0,0
085258.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085290.pdf,Adobe PDF Library 6.0,False,0,0,0,0
085291.pdf,Acrobat Distiller 3.02,False,0,0,0,0
085292.pdf,Acrobat PDFWriter 2.01 for Windows,False,2,2,2,2
085293.pdf,GNU Ghostscript 7.06,False,0,0,0,0
085294.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085295.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
085296.pdf,Microsoft® Office Word 2007,False,2,2,2,2
085297.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085298.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
085299.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085300.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
085301.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,2,2,2,2
085302.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
085303.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
085323.pdf,Acrobat PDFWriter 4.0 for Windows NT,False,0,0,0,0
