file,producer,institutional,score_P0_published,score_P1_converter_excl,score_P2_authoring_only,score_P3_author_or_editor
334364.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
334365.pdf,Acrobat Distiller 2.1b5 for Windows,False,2,2,2,2
334477.pdf,Adobe PDF Library 4.0,False,2,2,2,2
334490.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334496.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334498.pdf,Acrobat PDFWriter 5.0 for Windows,True,3,0,0,0
334503.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
334504.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
334505.pdf,Adobe PDF Library 6.0,False,0,0,0,0
334508.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334509.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
334510.pdf,Acrobat Distiller 4.05 for Windows,False,2,2,2,2
334515.pdf,Acrobat PDFWriter 3.03 for Windows NT,False,0,0,0,0
334146.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334147.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
334148.pdf,Adobe PDF Library 6.0,False,0,0,0,0
334149.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334150.pdf,Acrobat PDFWriter 4.05 for Windows,False,0,0,0,0
334151.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
334152.pdf,Acrobat Distiller 6.0 (Windows),True,3,0,0,0
334153.pdf,Adobe PDF Library 7.0,False,0,0,0,0
334156.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
334169.pdf,Acrobat Distiller 3.01 for Power Macintosh,False,0,0,0,0
334174.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
334201.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334258.pdf,Adobe PDF Library 7.0,False,0,0,0,0
334259.pdf,Jaws PDF Creator v3.4.1834,False,0,0,0,0
334261.pdf,Acrobat Net Distiller 1.0 for Windows,False,0,0,0,0
334328.pdf,Acrobat PDFWriter 3.02 for Windows NT,False,0,0,0,0
334329.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
334330.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
334331.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
334332.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
334535.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334536.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334537.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334538.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
334539.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
334540.pdf,QuarkXPress(tm) 6.52,False,0,0,0,0
334541.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334559.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
334576.pdf,ScanSoft PDF Create! 3,False,0,0,0,0
334577.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
334579.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334580.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334581.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334582.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
334583.pdf,Acrobat Distiller 3.02 for Power Macintosh,False,0,0,0,0
334584.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334585.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334586.pdf,GPL Ghostscript 8.15,False,0,0,0,0
334587.pdf,AFPL Ghostscript 8.0,False,0,0,0,0
334588.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
334589.pdf,Mac OS X 10.3.9 Quartz PDFContext,False,0,0,0,0
334590.pdf,Acrobat Distiller 8.0.0 (Windows),False,2,2,2,2
334591.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334592.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
334594.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
334595.pdf,Acrobat Distiller 6.0.1 for Macintosh,False,0,0,0,0
334596.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
334598.pdf,Acrobat PDFWriter 4.0 for Windows,False,2,2,2,2
334599.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
334600.pdf,Acrobat Distiller 2.1 for Windows,False,0,0,0,0
334601.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
334602.pdf,,False,2,2,2,2
334603.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334604.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
334605.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334606.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334634.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334637.pdf,www.adlibsoftware.com:EXS3181-Windows 2003:TNG,False,2,2,2,2
334640.pdf,,False,0,0,0,0
334662.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334668.pdf,CaptureSDK ENGine V12.5 http://www.scansoft.com,False,0,0,0,0
334670.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
334671.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
334673.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334674.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
334675.pdf,Adobe PDF Library 8.0,False,0,0,0,0
334676.pdf,Acrobat Distiller 6.0.1 (Windows),False,2,2,2,2
334677.pdf,Acrobat Distiller Server 5.0.5 (Sparc Solaris),True,3,0,0,0
334697.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
334706.pdf,Acrobat PDFWriter 4.05 for Windows,False,0,0,0,0
334719.pdf,Acrobat Net Distiller 1.0 for Windows,False,2,2,2,2
334723.pdf,GNU Ghostscript 7.07,False,0,0,0,0
334729.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
334747.pdf,Acrobat Distiller 4.0 for Macintosh,False,2,2,2,2
334757.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
334763.pdf,Acrobat Distiller Command 3.01 for Solaris 2.3 and later (SPARC),False,0,0,0,0
334764.pdf,Acrobat PDFWriter 3.0.1 for Power Macintosh,False,0,0,0,0
334765.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
334766.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334767.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334026.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334027.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334028.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
334029.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
334031.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
334032.pdf,Acrobat Web Capture 4.0,False,2,2,2,2
334033.pdf,Microsoft® Office Word 2007,False,2,2,2,2
334034.pdf,,False,0,0,0,0
334035.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334036.pdf,Acrobat PDFWriter 4.0 for Windows NT,False,0,0,0,0
334038.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
334039.pdf,null,False,0,0,0,0
334040.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,2,2,2,2
334042.pdf,Hewlett-Packard Intelligent Scanning Technology3,False,0,0,0,0
334044.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
334045.pdf,Oracle PDF driver,False,0,0,0,0
334046.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
334048.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
334050.pdf,QuarkXPress(tm) 6.5,False,0,0,0,0
334051.pdf,Acrobat PDFWriter 4.0 for Windows,False,2,2,2,2
